Sr. No.,Symbol,Company Name,"Market capitalization as on March 28, 2024
(In lakhs)"
1301,THEINVEST,The Investment Trust Of India Limited,"69,769.48"
1302,DHUNINV,Dhunseri Investments Limited,"69,687.70"
1303,TBZ,Tribhovandas Bhimji Zaveri Limited,"69,433.21"
1304,EMKAYTOOLS,Emkay Taps and Cutting Tools Limited,"69,363.45"
1305,KECL,Kirloskar Electric Company Limited,"69,336.29"
1306,EMAMIPAP,Emami Paper Mills Limited,"69,059.67"
1307,ELECTHERM,Electrotherm (India) Limited,"68,683.77"
1308,LOKESHMACH,Lokesh Machines Limited,"68,558.28"
1309,SELAN,Selan Exploration Technology Limited,"68,438.00"
1310,AVG,AVG Logistics Limited,"68,296.57"
1311,SAHANA,Sahana System Limited,"67,866.24"
1312,DMCC,DMCC SPECIALITY CHEMICALS LIMITED,"67,674.51"
1313,NECLIFE,Nectar Lifesciences Limited,"67,614.68"
1314,BIRLACABLE,Birla Cable Limited,"67,605.00"
1315,GOACARBON,Goa Carbon Limited,"67,530.19"
1316,JGCHEM,J.G.Chemicals Limited,"67,497.99"
1317,ANNAPURNA,Annapurna Swadisht Limited,"67,193.80"
1318,3IINFOLTD,3i Infotech Limited,"66,707.50"
1319,WEALTH,Wealth First Portfolio Managers Limited,"66,652.35"
1320,PARSVNATH,Parsvnath Developers Limited,"66,582.72"
1321,ADVANIHOTR,Advani Hotels & Resorts (India) Limited,"66,463.28"
1322,KRITI,Kriti Industries (India) Limited,"66,245.50"
1323,ELIN,Elin Electronics Limited,"66,170.91"
1324,DPWIRES,D P Wires Limited,"66,002.51"
1325,MEGASOFT,Megasoft Limited,"65,987.30"
1326,OCCL,Oriental Carbon & Chemicals Limited,"65,714.83"
1327,MUNJALSHOW,Munjal Showa Limited,"65,111.86"
1328,ZEEMEDIA,Zee Media Corporation Limited,"65,044.58"
1329,SOLEX,Solex Energy Limited,"64,800.00"
1330,MMP,MMP Industries Limited,"64,675.05"
1331,CHEMBOND,Chembond Chemicals Ltd,"64,551.78"
1332,JAYAGROGN,Jayant Agro Organics Limited,"64,515.00"
1333,JPOLYINVST,Jindal Poly Investment and Finance Company Limited,"64,327.75"
1334,MANAKSIA,Manaksia Limited,"64,223.37"
1335,SREEL,Sreeleathers Limited,"64,000.45"
1336,ONMOBILE,OnMobile Global Limited,"63,781.68"
1337,SBC,SBC Exports Limited,"63,650.73"
1338,SPMLINFRA,SPML Infra Limited,"63,450.90"
1339,BHAGERIA,Bhageria Industries Limited,"63,262.24"
1340,VALIANTLAB,Valiant Laboratories Limited,"63,024.23"
1341,MENONBE,Menon Bearings Limited,"62,848.86"
1342,KILITCH,Kilitch Drugs (India) Limited,"62,544.14"
1343,PAVNAIND,Pavna Industries Limited,"62,524.05"
1344,KHAICHEM,Khaitan Chemicals & Fertilizers Limited,"62,412.55"
1345,FCSSOFT,FCS Software Solutions Limited,"62,398.69"
1346,MALLCOM,Mallcom (India) Limited,"62,346.96"
1347,NRL,Nupur Recyclers Limited,"62,256.47"
1348,PHANTOMFX,Phantom Digital Effects Limited,"61,805.73"
1349,APEX,Apex Frozen Foods Limited,"61,718.75"
1350,KAMATHOTEL,Kamat Hotels (I) Limited,"61,582.85"
1351,HTMEDIA,HT Media Limited,"61,561.93"
1352,RUBYMILLS,The Ruby Mills Limited,"61,512.88"
1353,ALBERTDAVD,Albert David Limited,"61,491.82"
1354,KODYTECH,Kody Technolab Limited,"60,585.97"
1355,LGHL,Laxmi Goldorna House Limited,"60,403.28"
1356,PRIMESECU,Prime Securities Limited,"60,402.57"
1357,RBZJEWEL,RBZ Jewellers Limited,"60,300.00"
1358,PLASTIBLEN,Plastiblends India Limited,"60,281.95"
1359,IRISDOREME,Iris Clothings Limited,"60,280.70"
1360,PDMJEPAPER,Pudumjee Paper Products Limited,"59,676.08"
1361,INDSWFTLAB,Ind-Swift Laboratories Limited,"59,175.49"
1362,MIRZAINT,Mirza International Limited,"59,150.41"
1363,STEL,Stel Holdings Limited,"59,066.52"
1364,SAKUMA,Sakuma Exports Limited,"58,874.42"
1365,SIMPLEXINF,Simplex Infrastructures Limited,"58,599.96"
1366,ARROWGREEN,Arrow Greentech Limited,"58,314.88"
1367,VINYLINDIA,Vinyl Chemicals (India) Limited,"57,936.10"
1368,OSWALAGRO,Oswal Agro Mills Limited,"57,519.60"
1369,HINDCOMPOS,Hindustan Composites Limited,"57,480.95"
1370,ARIHANTCAP,Arihant Capital Markets Limited,"57,157.93"
1371,MBLINFRA,MBL Infrastructure Limited,"57,143.65"
1372,DEEPENR,DEEP ENERGY RESOURCES LIMITED,"57,056.00"
1373,ORICONENT,Oricon Enterprises Limited,"57,008.32"
1374,SHREYAS,Shreyas Shipping & Logistics Limited,"56,946.86"
1375,SKMEGGPROD,SKM Egg Products Export (India) Limited,"56,833.31"
1376,ORIENTCER,ORIENT CERATECH LIMITED,"56,828.62"
1377,DIGISPICE,DiGiSPICE Technologies Limited,"56,778.55"
1378,ZODIAC,Zodiac Energy Limited,"56,653.36"
1379,KRISHIVAL,Krishival Foods Limited,"55,960.80"
1380,JETAIRWAYS,Jet Airways (India) Limited,"55,946.71"
1381,RATNAVEER,Ratnaveer Precision Engineering Limited,"55,943.64"
1382,JINDALPHOT,Jindal Photo Limited,"55,902.75"
1383,RADIOCITY,Music Broadcast Limited,"55,828.23"
1384,HCL-INSYS,HCL Infosystems Limited,"55,636.48"
1385,RBL,Rane Brake Lining Limited,"55,129.44"
1386,KHADIM,Khadim India Limited,"55,040.93"
1387,AXITA,Axita Cotton Limited,"54,523.92"
1388,ASMS,Bartronics India Limited,"54,519.24"
1389,BIRLAMONEY,Aditya Birla Money Limited,"54,361.85"
1390,VISHNUINFR,Vishnusurya Projects and Infra Limited,"54,116.67"
1391,VLEGOV,VL E-Governance & IT Solutions Limited,"53,717.32"
1392,BBTCL,B&B Triplewall Containers Limited,"53,595.87"
1393,NAGAFERT,Nagarjuna Fertilizers and Chemicals Limited,"53,526.82"
1394,GEECEE,GeeCee Ventures Limited,"53,439.92"
1395,RACE,Race Eco Chain Limited,"53,421.08"
1396,RITCO,Ritco Logistics Limited,"53,407.98"
1397,TCLCONS,Tantia Constructions Limited,"53,397.50"
1398,BALAXI,BALAXI PHARMACEUTICALS LIMITED,"53,300.99"
1399,PYRAMID,Pyramid Technoplast Limited,"53,282.78"
1400,REMSONSIND,Remsons Industries Limited,"52,734.29"
1401,UFO,UFO Moviez India Limited,"51,872.43"
1402,ACCENTMIC,Accent Microcell Limited,"51,713.17"
1403,PTL,PTL Enterprises Limited,"51,693.22"
1404,INDOBORAX,Indo Borax & Chemicals Limited,"51,648.86"
1405,MOLDTECH,Mold-Tek Technologies Limited,"51,600.76"
1406,MAZDA,Mazda Limited,"51,584.40"
1407,MINDTECK,Mindteck (India) Limited,"51,542.67"
1408,COOLCAPS,Cool Caps Industries Limited,"51,442.00"
1409,ALLETEC,All E Technologies Limited,"50,778.26"
1410,20MICRONS,20 Microns Limited,"50,706.70"
1411,VIKASECO,Vikas EcoTech Limited,"50,674.99"
1412,ORIENTBELL,Orient Bell Limited,"50,647.71"
1413,DONEAR,Donear Industries Limited,"50,622.00"
1414,CAREERP,Career Point Limited,"50,467.21"
1415,INTLCONV,International Conveyors Limited,"50,386.31"
1416,SHREEPUSHK,Shree Pushkar Chemicals & Fertilisers Limited,"50,206.08"
1417,PRITIKAUTO,Pritika Auto Industries Limited,"50,199.24"
1418,DIAMINESQ,Diamines & Chemicals Limited,"49,590.15"
1419,SILINV,SIL Investments Limited,"49,583.33"
1420,BANSWRAS,Banswara Syntex Limited,"49,345.55"
1421,SADBHAV,Sadbhav Engineering Limited,"49,069.25"
1422,APCL,Anjani Portland Cement Limited,"49,041.17"
1423,NAHARINDUS,Nahar Industrial Enterprises Limited,"49,038.33"
1424,DUGLOBAL,DUDIGITAL GLOBAL LIMITED,"48,818.59"
1425,GEEKAYWIRE,Geekay Wires Limited,"48,732.45"
1426,SGIL,Synergy Green Industries Limited,"48,691.98"
1427,TIRUPATI,Shree Tirupati Balajee FIBC Limited,"48,624.19"
1428,MEDICAMEQ,Medicamen Biotech Limited,"48,567.57"
1429,MEGATHERM,Megatherm Induction Limited,"48,543.14"
1430,TPLPLASTEH,TPL Plastech Limited,"48,439.86"
1431,RSSOFTWARE,R. S. Software (India) Limited,"48,421.62"
1432,RBMINFRA,Rbm Infracon Limited,"48,375.37"
1433,WANBURY,Wanbury Limited,"47,890.29"
1434,GENUSPAPER,Genus Paper & Boards Limited,"47,825.42"
1435,KANORICHEM,Kanoria Chemicals & Industries Limited,"47,691.27"
1436,VSTL,Vibhor Steel Tubes Limited,"47,519.88"
1437,LIBERTSHOE,Liberty Shoes Limited,"47,141.16"
1438,GLOBAL,Global Education Limited,"46,859.92"
1439,BRNL,Bharat Road Network Limited,"46,844.10"
1440,NOVAAGRI,Nova Agritech Limited,"46,768.77"
1441,TVSELECT,TVS Electronics Limited,"46,737.70"
1442,VINSYS,Vinsys IT Services India Limited,"46,668.47"
1443,NDL,Nandan Denim Limited,"46,559.54"
1444,KRITINUT,Kriti Nutrients Limited,"46,420.91"
1445,NAHARCAP,Nahar Capital and Financial Services Limited,"46,395.26"
1446,CLEDUCATE,CL Educate Limited,"46,295.87"
1447,ZIMLAB,Zim Laboratories Limited,"46,265.16"
1448,SHIVAMAUTO,Shivam Autotech Limited,"45,405.56"
1449,SYSTANGO,Systango Technologies Limited,"45,326.59"
1450,UNIDT,United Drilling Tools Limited,"45,296.27"
1451,SARLAPOLY,Sarla Performance Fibers Limited,"44,799.36"
1452,WTICAB,Wise Travel India Limited,"44,659.10"
1453,KRITIKA,Kritika Wires Limited,"44,601.90"
1454,TRF,TRF Limited,"44,578.87"
1455,AUTOIND,Autoline Industries Limited,"44,534.90"
1456,MUTHOOTCAP,Muthoot Capital Services Limited,"44,161.63"
1457,PURVFLEXI,Purv Flexipack Limited,"44,053.28"
1458,NBIFIN,N. B. I. Industrial Finance Company Limited,"43,968.23"
1459,AYMSYNTEX,AYM Syntex Limited,"43,947.94"
1460,MIRCELECTR,MIRC Electronics Limited,"43,881.00"
1461,NAHARPOLY,Nahar Poly Films Limited,"43,877.27"
1462,IITL,Industrial Investment Trust Limited,"43,829.72"
1463,GOLDTECH,AION-TECH SOLUTIONS LIMITED,"43,694.44"
1464,VENUSREM,Venus Remedies Limited,"43,556.33"
1465,KRISHNADEF,Krishna Defence and Allied Industries Limited,"43,403.97"
1466,WINDMACHIN,Windsor Machines Limited,"43,374.44"
1467,APS,Australian Premium Solar (India) Limited,"43,358.91"
1468,APOLSINHOT,Apollo Sindoori Hotels Limited,"43,343.47"
1469,BPL,BPL Limited,"42,951.73"
1470,CYBERTECH,Cybertech Systems And Software Limited,"42,941.27"
1471,KOTARISUG,Kothari Sugars And Chemicals Limited,"42,646.17"
1472,IL&FSENGG,IL&FS Engineering and Construction Company Limited,"42,548.79"
1473,SHIVAUM,Shiv Aum Steels Limited,"42,433.25"
1474,ESSARSHPNG,Essar Shipping Limited,"42,430.09"
1475,CELLECOR,Cellecor Gadgets Limited,"42,103.30"
1476,PROZONER,Prozone Realty Limited,"42,042.09"
1477,AARTISURF,Aarti Surfactants Limited,"41,915.61"
1478,LAL,Lorenzini Apparels Limited,"41,915.20"
1479,CINELINE,Cineline India Limited,"41,753.65"
1480,TECHLABS,Trident Techlabs Limited,"41,474.55"
1481,FELIX,Felix Industries Limited,"41,435.19"
1482,NIPPOBATRY,Indo-National Limited,"41,370.00"
1483,PREMIERPOL,Premier Polyfilm Limited,"41,006.68"
1484,VARDHACRLC,Vardhman Acrylics Limited,"40,985.51"
1485,RPPINFRA,R.P.P. Infra Projects Limited,"40,843.28"
1486,HIGREEN,Hi-Green Carbon Limited,"40,833.66"
1487,SURANI,Surani Steel Tubes Limited,"40,660.82"
1488,NILAINFRA,Nila Infrastructures Limited,"40,570.59"
1489,KAYA,Kaya Limited,"40,492.15"
1490,SJLOGISTIC,S J Logistics (India) Limited,"40,444.14"
1491,CRAYONS,Crayons Advertising Limited,"40,248.43"
1492,NITCO,Nitco Limited,"40,205.09"
1493,EUROBOND,Euro Panel Products Limited,"40,082.00"
1494,MEDICO,Medico Remedies Limited,"39,915.30"
1495,ALANKIT,Alankit Limited,"39,859.06"
1496,EMAMIREAL,Emami Realty Limited,"39,755.01"
1497,SAAKSHI,Saakshi Medtech and Panels Limited,"39,602.41"
1498,SEJALLTD,Sejal Glass Limited,"39,253.65"
1499,SHEMAROO,Shemaroo Entertainment Limited,"38,906.45"
1500,BEWLTD,BEW Engineering Limited,"38,780.97"
1501,IFBAGRO,IFB Agro Industries Limited,"38,718.95"
1502,DICIND,DIC India Limited,"38,583.83"
1503,PRECOT,Precot Limited,"38,520.00"
1504,ASAHISONG,Asahi Songwon Colors Limited,"38,255.56"
1505,ORBTEXP,Orbit Exports Limited,"38,170.56"
1506,MODISONLTD,MODISON LIMITED,"37,771.80"
1507,AURUM,Aurum PropTech Limited,"37,759.51"
1508,KDL,Kore Digital Limited,"37,757.28"
1509,EXXARO,Exxaro Tiles Limited,"37,582.50"
1510,KARNIKA,Karnika Industries Limited,"37,409.29"
1511,SAHYADRI,Sahyadri Industries Limited,"37,277.62"
1512,SKP,SKP Bearing Industries Limited,"37,267.00"
1513,KCPSUGIND,KCP Sugar and Industries Corporation Limited,"37,133.60"
1514,MKPL,M K Proteins Limited,"36,974.14"
1515,MANAKSTEEL,Manaksia Steels Limited,"36,830.14"
1516,UNIVPHOTO,Universus Photo Imagings Limited,"36,665.65"
1517,SCPL,Sheetal Cool Products Limited,"36,645.00"
1518,SIGMA,Sigma Solve Limited,"36,593.03"
1519,IZMO,IZMO Limited,"36,359.50"
1520,SINTERCOM,Sintercom India Limited,"36,322.96"
1521,FOCE,Foce India Limited,"36,207.65"
1522,PODDARMENT,Poddar Pigments Limited,"35,856.50"
1523,PLAZACABLE,Plaza Wires Limited,"35,657.94"
1524,DCMNVL,DCM Nouvelle Limited,"35,506.40"
1525,SHYAMCENT,Shyam Century Ferrous Limited,"35,432.89"
1526,SAKHTISUG,Sakthi Sugars Limited,"35,417.01"
1527,ESFL,Essen Speciality Films Limited,"35,395.63"
1528,ATMASTCO,Atmastco Limited,"35,185.10"
1529,KORE,Jay Jalaram Technologies Limited,"35,159.67"
1530,LYKALABS,Lyka Labs Limited,"35,108.49"
1531,STARPAPER,Star Paper Mills Limited,"35,040.75"
1532,SRGHFL,SRG Housing Finance Limited,"34,794.50"
1533,HINDMOTORS,Hindustan Motors Limited,"34,637.44"
1534,PONNIERODE,Ponni Sugars (Erode) Limited,"34,569.94"
1535,ASHIMASYN,Ashima Limited,"34,498.81"
1536,KOTHARIPRO,Kothari Products Limited,"34,335.37"
1537,GOKUL,Gokul Refoils and Solvent Limited,"34,202.77"
1538,HITECHCORP,Hitech Corporation Limited,"34,076.59"
1539,DIGIKORE,Digikore Studios Limited,"34,016.64"
1540,KNAGRI,KN Agri Resources Limited,"33,998.52"
1541,URAVI,Uravi T and Wedge Lamps Limited,"33,968.00"
1542,LAWSIKHO,Addictive Learning Technology Limited,"33,704.77"
1543,GOLDSTAR,Goldstar Power Limited,"33,698.70"
1544,TCL,Thaai Casting Limited,"33,607.31"
1545,RUCHIRA,Ruchira Papers Limited,"33,411.46"
1546,MAHEPC,Mahindra EPC Irrigation Limited,"33,327.89"
1547,PROV,Proventus Agrocom Limited,"33,286.56"
1548,OSIAHYPER,Osia Hyper Retail Limited,"33,192.82"
1549,MAWANASUG,Mawana Sugars Limited,"33,171.10"
1550,RHL,Robust Hotels Limited,"33,156.83"
1551,NATHBIOGEN,Nath Bio-Genes (India) Limited,"33,076.46"
1552,EIFFL,Euro India Fresh Foods Limited,"32,711.20"
1553,SARTELE,Sar Televenture Limited,"32,145.00"
1554,VIPULLTD,Vipul Limited,"32,095.85"
1555,ESSENTIA,Integra Essentia Limited,"31,992.31"
1556,MWL,Mangalam Worldwide Limited,"31,973.38"
1557,UCAL,UCAL LIMITED,"31,954.19"
1558,PASUPTAC,Pasupati Acrylon Limited,"31,909.66"
1559,DRONE,Drone Destination Limited,"31,869.45"
1560,INFINIUM,Infinium Pharmachem Limited,"31,867.91"
1561,COASTCORP,Coastal Corporation Limited,"31,864.14"
1562,MOS,Mos Utility Limited,"31,767.94"
1563,BIL,Bhartiya International Limited,"31,756.68"
1564,INDTERRAIN,Indian Terrain Fashions Limited,"31,557.83"
1565,ARIES,Aries Agro Limited,"31,496.51"
1566,SHREERAMA,Shree Rama Multi-Tech Limited,"31,431.72"
1567,DYNPRO,Dynemic Products Limited,"31,333.95"
1568,SHERA,Shera Energy Limited,"31,231.43"
1569,MHLXMIRU,Mahalaxmi Rubtech Limited,"30,920.93"
1570,NDLVENTURE,NDL Ventures Limited,"30,910.55"
1571,GULFPETRO,GP Petroleums Limited,"30,769.08"
1572,TAKE,Take Solutions Limited,"30,696.31"
1573,EQUIPPP,Equippp Social Impact Technologies Limited,"30,567.73"
1574,SMLT,Sarthak Metals Limited,"30,521.30"
1575,HARRMALAYA,Harrisons  Malayalam Limited,"30,432.96"
1576,UMAEXPORTS,Uma Exports Limited,"30,411.94"
1577,LANCORHOL,Lancor Holdings Limited,"30,375.00"
1578,PROPEQUITY,P. E. Analytics Limited,"30,136.05"
1579,SOFTTECH,Softtech Engineers Limited,"30,077.05"
1580,MANOMAY,Manomay Tex India Limited,"30,024.07"
1581,REPL,Rudrabhishek Enterprises Limited,"29,855.11"
1582,RANASUG,Rana Sugars Limited,"29,792.16"
1583,NEWJAISA,Newjaisa Technologies Limited,"29,753.62"
1584,SHREYANIND,Shreyans Industries Limited,"29,398.86"
1585,IVC,IL&FS Investment Managers Limited,"29,362.06"
1586,RAJTV,Raj Television Network Limited,"29,279.13"
1587,VIPCLOTHNG,VIP Clothing Limited,"29,239.17"
1588,ABINFRA,A B Infrabuild Limited,"29,183.52"
1589,TIPSFILMS,Tips Films Limited,"29,153.54"
1590,SOUTHWEST,South West Pinnacle Exploration Limited,"29,060.35"
1591,ABAN,Aban Offshore Limited,"29,036.75"
1592,AIRAN,Airan Limited,"29,004.64"
1593,SUPREMEPWR,Supreme Power Equipment Limited,"29,002.21"
1594,VIRINCHI,Virinchi Limited,"28,846.52"
1595,GOYALSALT,Goyal Salt Limited,"28,729.90"
1596,TRIGYN,Trigyn Technologies Limited,"28,723.09"
1597,EMKAY,Emkay Global Financial Services Limited,"28,517.85"
1598,INDOTHAI,Indo Thai Securities Limited,"28,495.00"
1599,RAJMET,Rajnandini Metal Limited,"28,477.44"
1600,RAMAPHO,Rama Phosphates Limited,"28,415.30"
1601,MGEL,Mangalam Global Enterprise Limited,"28,331.48"
1602,LORDSCHLO,Lords Chloro Alkali Limited,"28,247.79"
1603,SWARAJ,Swaraj Suiting Limited,"28,076.21"
1604,RPPL,Rajshree Polypack Limited,"28,044.33"
1605,ALMONDZ,Almondz Global Securities Limited,"27,922.58"
1606,TEMBO,Tembo Global Industries Limited,"27,903.71"
1607,ZODIACLOTH,Zodiac Clothing Company Limited,"27,774.29"
1608,ASCOM,Ascom Leasing & Investments Limited,"27,645.46"
1609,PILITA,PIL ITALICA LIFESTYLE LIMITED,"27,377.50"
1610,AARON,Aaron Industries Limited,"27,308.97"
1611,JAYSREETEA,Jayshree Tea & Industries Limited,"27,043.77"
1612,KRISHCA,Krishca Strapping Solutions Limited,"26,867.82"
1613,INTENTECH,Intense Technologies Limited,"26,858.50"
1614,RUCHINFRA,Ruchi Infrastructure Limited,"26,790.99"
1615,MURUDCERA,Murudeshwar Ceramics Limited,"26,770.60"
1616,DRCSYSTEMS,DRC Systems India Limited,"26,758.12"
1617,SUNDRMBRAK,Sundaram Brake Linings Limited,"26,735.44"
1618,VISHWARAJ,Vishwaraj Sugar Industries Limited,"26,664.76"
1619,USK,Udayshivakumar Infra Limited,"26,654.46"
1620,HINDCON,Hindcon Chemicals Limited,"26,644.72"
1621,OSWALSEEDS,ShreeOswal Seeds And Chemicals Limited,"26,617.77"
1622,PAR,Par Drugs And Chemicals Limited,"26,510.34"
1623,MEGASTAR,Megastar Foods Limited,"26,444.78"
1624,ZEAL,Zeal Global Services Limited,"26,273.45"
1625,BHAGYANGR,Bhagyanagar India Limited,"26,155.91"
1626,KONSTELEC,Konstelec Engineers Limited,"26,107.90"
1627,WELINV,Welspun Investments and Commercials Limited,"26,050.93"
1628,MARALOVER,Maral Overseas Limited,"26,025.52"
1629,MAGNUM,Magnum Ventures Limited,"25,998.31"
1630,GINNIFILA,Ginni Filaments Limited,"25,951.97"
1631,SADHAV,Sadhav Shipping Limited,"25,863.42"
1632,TARACHAND,Tara Chand InfraLogistic Solutions Limited,"25,814.59"
1633,KMSUGAR,K.M.Sugar Mills Limited,"25,806.05"
1634,ASIANHOTNR,Asian Hotels (North) Limited,"25,678.26"
1635,SVLL,Shree Vasu Logistics Limited,"25,569.18"
1636,GUJAPOLLO,Gujarat Apollo Industries Limited,"25,558.80"
1637,NURECA,Nureca Limited,"25,530.45"
1638,STARTECK,Starteck Finance Limited,"25,519.10"
1639,FROG,Frog Cellsat Limited,"25,422.43"
1640,PRAXIS,Praxis Home Retail Limited,"25,419.29"
1641,SHREEKARNI,Shree Karni Fabcom Limited,"25,363.73"
1642,COMSYN,Commercial Syn Bags Limited,"25,189.86"
1643,ABCOTS,A B Cotspin India Limited,"25,154.14"
1644,BGRENERGY,BGR Energy Systems Limited,"25,112.22"
1645,RKEC,RKEC Projects Limited,"25,058.18"
1646,MCLEODRUSS,Mcleod Russel India Limited,"24,964.92"
1647,CHAVDA,Chavda Infra Limited,"24,939.54"
1648,LOYALTEX,Loyal Textile Mills Limited,"24,785.43"
1649,KAPSTON,Kapston Services Limited,"24,584.13"
1650,BROOKS,Brooks Laboratories Limited,"24,566.95"
1651,THOMASCOTT,Thomas Scott (India) Limited,"24,544.79"
1652,BASML,Bannari Amman Spinning Mills Limited,"24,510.23"
1653,RVHL,Ravinder Heights Limited,"24,500.30"
1654,PPAP,PPAP Automotive Limited,"24,451.00"
1655,DELPHIFX,DELPHI WORLD MONEY LIMITED,"24,342.26"
1656,ELGIRUBCO,Elgi Rubber Company Limited,"24,324.30"
1657,SADBHIN,Sadbhav Infrastructure Project Limited,"24,303.54"
1658,DCI,Dc Infotech And Communication Limited,"23,998.00"
1659,ANMOL,Anmol India Limited,"23,790.11"
1660,A2ZINFRA,A2Z Infra Engineering Limited,"23,776.18"
1661,AHLEAST,Asian Hotels (East) Limited,"23,534.00"
1662,VETO,Veto Switchgears And Cables Limited,"23,482.72"
1663,MANORG,Mangalam Organics Limited,"23,333.82"
1664,SAH,Sah Polymers Limited,"23,113.22"
1665,ROXHITECH,Rox Hi Tech Limited,"23,087.55"
1666,AIROLAM,Airo Lam limited,"23,028.07"
1667,BAIDFIN,Baid Finserv Limited,"22,752.94"
1668,SELMC,SEL Manufacturing Company Limited,"22,746.97"
1669,DRSDILIP,DRS Dilip Roadlines Limited,"22,744.23"
1670,TEXMOPIPES,Texmo Pipes and Products Limited,"22,553.14"
1671,TTL,T T Limited,"22,497.71"
1672,GIRRESORTS,GIR Natureview Resorts Limited,"22,472.06"
1673,MANAKCOAT,Manaksia Coated Metals & Industries Limited,"22,429.25"
1674,JMA,Jullundur Motor Agency (Delhi) Limited,"22,407.07"
1675,CORDSCABLE,Cords Cable Industries Limited,"22,377.99"
1676,DEVIT,Dev Information Technology Limited,"22,355.48"
1677,IRIS,Iris Business Services Limited,"22,187.89"
1678,CROWN,Crown Lifters Limited,"22,157.69"
1679,RANEENGINE,Rane Engine Valve Limited,"21,974.66"
1680,OMAXAUTO,Omax Autos Limited,"21,926.86"
1681,TREJHARA,TREJHARA SOLUTIONS LIMITED,"21,890.58"
1682,NILASPACES,Nila Spaces Limited,"21,860.85"
1683,BYKE,The Byke Hospitality Ltd,"21,773.11"
1684,MODIRUBBER,Modi Rubber Limited,"21,760.22"
1685,ANLON,Anlon Technology Solutions Limited,"21,747.40"
1686,PRITI,Priti International Limited,"21,725.86"
1687,PARAGON,Paragon Fine and Speciality Chemical Limited,"21,698.69"
1688,NECCLTD,North Eastern Carrying Corporation Limited,"21,662.12"
1689,CCHHL,Country Club Hospitality & Holidays Limited,"21,659.08"
1690,SUPERHOUSE,Superhouse Limited,"21,647.59"
1691,RAMANEWS,Shree Rama Newsprint Limited,"21,611.98"
1692,HILTON,Hilton Metal Forging Limited,"21,420.00"
1693,NDGL,Naga Dhunseri Group Limited,"21,385.00"
1694,GSS,GSS Infotech Limited,"21,382.76"
1695,LGBFORGE,LGB Forge Limited,"21,200.02"
1696,INDOWIND,Indowind Energy Limited,"21,144.95"
1697,MEP,MEP Infrastructure Developers Limited,"21,096.30"
1698,BTML,Bodhi Tree Multimedia Limited,"21,037.02"
1699,VMARCIND,V Marc India Limited,"21,019.80"
1700,UNITEDPOLY,United Polyfab Gujarat Limited,"21,000.67"
1701,RMDRIP,R M Drip and Sprinklers Systems Limited,"20,959.81"
1702,ALPHAGEO,Alphageo (India) Limited,"20,895.53"
1703,QMSMEDI,QMS Medical Allied Services Limited,"20,893.43"
1704,USASEEDS,Upsurge Seeds Of Agriculture Limited,"20,826.41"
1705,UNIHEALTH,Unihealth Consultancy Limited,"20,789.94"
1706,ROCKINGDCE,Rockingdeals Circular Economy Limited,"20,680.82"
1707,ESCONET,Esconet Technologies Limited,"20,591.76"
1708,SMSLIFE,SMS Lifesciences India Limited,"20,441.96"
1709,VARDMNPOLY,Vardhman Polytex Limited,"20,399.99"
1710,AVONMORE,Avonmore Capital & Management Services Limited,"20,399.04"
1711,LAGNAM,Lagnam Spintex Limited,"20,398.86"
1712,AKSHARCHEM,AksharChem India Limited,"20,347.84"
1713,MODTHREAD,Modern Threads (India) Limited,"20,326.08"
1714,SSFL,Srivari Spices And Foods Limited,"20,283.28"
1715,IEL,Indiabulls Enterprises Limited,"20,230.37"
1716,BAHETI,Baheti Recycling Industries Limited,"20,063.11"
1717,ZEELEARN,Zee Learn Limited,"20,054.70"
1718,GENCON,Generic Engineering Construction and Projects Limited,"20,047.69"
1719,SURANAT&P,Surana Telecom and Power Limited,"19,956.71"
1720,DELAPLEX,Delaplex Limited,"19,827.92"
1721,ASPINWALL,Aspinwall and Company Limited,"19,670.81"
1722,DTIL,Dhunseri Tea & Industries Limited,"19,559.58"
1723,DENEERS,De Neers Tools Limited,"19,450.46"
1724,KCEIL,Kay Cee Energy & Infra Limited,"19,393.72"
1725,AVPINFRA,AVP Infracon Limited,"19,358.88"
1726,KANPRPLA,Kanpur Plastipack Limited,"19,321.96"
1727,CMNL,Chaman Metallics Limited,"19,319.88"
1728,RAJSREESUG,Rajshree Sugars & Chemicals Limited,"19,251.79"
1729,KBCGLOBAL,KBC Global Limited,"19,197.78"
1730,EFORCE,Electro Force (India) Limited,"19,188.00"
1731,AURDIS,Aurangabad Distillery Limited,"19,171.60"
1732,INDBANK,Indbank Merchant Banking Services Limited,"19,149.19"
1733,TARMAT,Tarmat Limited,"18,969.69"
1734,INM,Interiors & More Limited,"18,628.75"
1735,MAXPOSURE,Maxposure Limited,"18,613.47"
1736,INFOLLION,Infollion Research Services Limited,"18,553.24"
1737,BAFNAPH,Bafna Pharmaceuticals Limited,"18,534.74"
1738,MAHAPEXLTD,Maha Rashtra Apex Corporation Limited,"18,501.26"
1739,EFACTOR,E Factor Experiences Limited,"18,493.48"
1740,CLOUD,Varanium Cloud Limited,"18,488.32"
1741,COMPUSOFT,Compucom Software Limited,"18,475.73"
1742,DJML,DJ Mediaprint & Logistics Limited,"18,466.88"
1743,DUCON,Ducon Infratechnologies Limited,"18,455.77"
1744,ATLANTAA,ATLANTAA LIMITED,"18,419.00"
1745,PRATHAM,Pratham EPC Projects Limited,"18,381.60"
